workerid,proliferate.condition,accept_time,acceptability,block_number,condition,confidence_time,first_response_value,itemID,item_type,meaning_confidence,paraphrase,meaning_type,form_type,paraphrase_time,rating,response,sentence_id,slide_start,stimulus,trial_sequence_total,wrong_attempts,error
151,condition1,8.645,,2,NPI,3.766,,,,0.99,The teacher wrote whatever they wanted on the white board.,H,Ha,20.64,0.91,,NPI3,1719.97,The teacher wrote anything on the whiteboard.,14,,
151,condition1,7.987,,2,agreement,3.166,,,,0.78,The dining customer quickly devoured the burger.,B,Bd,25.327,0.58,,agr3,1753.032,The burger were devoured quickly by the diner.,15,,
151,condition1,13.561,,2,ungram,9.245,,,,0.54,What led the pianist to the claim that practice is effective?,,,33.206,0,,ungram5,1789.521,Lead pianist to what claim the does believe that can practice ?,16,,
151,condition1,14.916,,2,CSC,6.697,,,,0.88,"What does the critic dislike - the actor, and what else?",A,Ao,33.345,0.58,,CSC2,1845.543,Who does the critic dislike the actor and?,17,,
151,condition1,10.344,,2,LBC,5.601,,,,1,How many pills do you take in a day?,A,Aa,8.192,0.58,,LBC2,1900.507,How many do you take pills in a day?,18,,
151,condition1,17.874,,2,subj_island,5.676,,,,0.27,What elicited anger from the citizens?,J,Jc,11.707,0.09,,subj5,1924.654,What did an exhibit of anger the citizens?,19,,
151,condition1,8.029,,2,binding,7.287,,,,0.54,The gentleman accepted that the trans waitress did not have high self esteem.,D,Da,34.472,0.71,,bind4,1959.921,The gentleman accepted that the waitress disliked himself.,20,,
151,condition1,7.005,,2,subcat,2.697,,,,0.99,The committee agreed on a budget framework for the park.,A,Aa,42.605,1,,sub3,2009.718,The committee agreed for the budget for the park.,21,,
151,condition1,10.733,,2,adj_island,4.67,,,,0.75,"What, did the chef end up doing the housework because the maid was injured?",E,Eb,16.564,0.34,,adj3,2062.036,What did the chef do housework because the maid injured?,22,,
151,condition1,4.182,,3,head_dir,2.537,,,,0.98,The kitten drank all of the milk.,A,Aa,8.091,0.66,,head2,2094.013,The kitten all of the milk drank.,23,,
151,condition1,11.917,,3,subj_island,4.534,,,,0.19,What gifts pleased the recipient?,B,Bc,15.353,0.06,,subj3,2108.833,What did a gift of please the recipient?,24,,
151,condition1,6.257,,3,gram,3.994,,,,0.99,Which of the actors does the brother like but his sister can't stand?,,,64.291,0.98,,gram3,2140.646,Which actor does the brother like and the sister hate?,25,,
151,condition1,9.504,,3,CSC,3.807,,,,1,What did the boy purchase - milk and what other groceries?,A,Ao,18.999,0.98,,CSC4,2215.198,What did the boy purchase milk and?,26,,
151,condition1,18.449,,3,binding,2.211,,,,0.66,The mailman saw the actress greeting him [on his route].,A,Aa,43.701,0.58,,bind5,2247.516,The mailman saw that the actress greeted himself.,27,,
151,condition1,6.514,,3,subcat,3.865,,,,0.94,The group decided to go to a restaurant for dinner.,C,Ca,16.263,0.89,,sub2,2311.887,The group decided for a restaurant for dinner.,28,,
151,condition1,12.093,,3,ungram,1.847,,,,0.49,The mechanic believes that biofuel can power what exactly..?,,,25.221,0.01,,ungram1,2338.538,Mechanic the that can power biofuel the does believe what ?,29,,
151,condition1,6.273,,3,NPI,2.816,,,,0.08,The spy could've seen anything yesterday.,E,Ec,10.627,0.25,,NPI1,2377.708,The spy saw anything yesterday.,30,,
151,condition1,7.586,,3,adj_island,3.251,,,,0.89,Which lecture did the student attend at the professor's recommendation?,I,Ie,30.116,0.62,,adj1,2397.433,What did the student attend lecture because a professor recommended?,31,,
151,condition1,5.849,,3,LBC,2.797,,,,0.75,How many cookies are left in the jar? Are there any at all?,A,Ab,21.204,0.78,,LBC1,2438.395,How many did you see cookies in the jar?,32,,
151,condition1,6.84,,3,agreement,4.958,,,,0.6,The child was scared by the movie.,B,Bb,7.956,0.79,,agr4,2468.256,The child were scared by the movie.,33,,
151,condition1,12.923,,4,subcat,4.026,,,,0.94,The policeman relied on his instincts to catch the thief.,A,Aa,12.93,0.63,,sub1,2488.02,The policeman relied for his instincts to catch the thief.,34,,
151,condition1,3.291,,4,head_dir,2.122,,,,0.98,The boy plays video games every single day.,A,Aa,9.579,0.83,,head3,2517.909,The boy video games plays every day.,35,,
151,condition1,5.935,,4,agreement,3.112,,,,0.83,The students were reprimanded by their parents.,A,Aa,11.201,0.84,,agr2,2532.911,The student were reprimanded by the parents.,36,,
151,condition1,5.675,,4,LBC,2.367,,,,0.91,"How many books do you read in a year, if any?",A,Ac,44.434,0.72,,LBC3,2553.169,How many do you read books in a year?,37,,
151,condition1,115.848,,4,ungram,38.521,,,,0.11,Did the spy say something that made the commander begin initiation?,,,57.542,0.02,,ungram3,2605.655,Special commander does spy the initiated the what believe that ?,38,,
151,condition1,14.239,,4,gram,2.714,,,,0.99,The report on the goings on of the court case used the involved defendant's name.,,,46.069,1,,gram2,2817.58,The report on the court case mentioned the defendant's name.,39,,
151,condition1,9.313,,4,subj_island,2.525,,,,0.6,What was the content of the painting that got stolen?,A,Ag,27.852,0.67,,subj2,2880.614,What did a painting of get stolen?,40,,
151,condition1,11.277,,4,NPI,3.239,,,,0.97,The detective accused suspects indiscriminately during the investigation.,A,Ae,16.343,0.81,,NPI4,2920.315,The detective accused anyone during his investigation.,41,,
151,condition1,19.024,,4,adj_island,9.205,,,,0.25,Did the waiter set the table after being praised by his employer [a housewife]?,B,Bd,51.654,0,,adj5,2951.183,What did the waiter set the table because the housewife praised?,42,,
151,condition1,4.26,,4,CSC,4.636,,,,0.92,What did the captain bring - a map and what other items?,A,Ao,21.969,0.96,,CSC3,3031.077,What did the captain bring a map and?,43,,
151,condition1,18.949,,4,binding,2.917,,,,0.26,The duchess heard that the king liked her.,A,Aa,32.564,0.49,,bind2,3061.953,The duchess heard that the king liked herself.,44,,
151,condition1,11.694,,5,binding,3.444,,,,0.15,The butler claimed that the window had reprimanded him.,A,Aa,22.322,0.33,,bind3,3116.39,The butler claimed that the widow reprimanded himself.,45,,
151,condition1,9.628,,5,subcat,2.606,,,,0.99,The family compromised while choosing the destination for their upcoming vacation.,A,Ak,30.63,0.99,,sub5,3153.861,The family compromised for where to go for vacation.,46,,
151,condition1,5.404,,5,gram,3.597,,,,0.99,The artist listens to music whenever they're at work.,,,33.586,0.99,,gram5,3196.736,The artist listens to music at work every day.,47,,
151,condition1,10.987,,5,adj_island,2.337,,,,0.67,"What, did the fugitive attempt escape after their accomplice recognized them or something?",E,Ed,30.897,0.57,,adj4,3239.335,What did the fugitive run away because her accomplice recognized?,48,,
151,condition1,7.998,,5,subj_island,3.713,,,,0.07,Did the meal disgust the diner?,C,Ca,10.857,0.06,,subj4,3283.568,What did a meal of disgust the diner?,49,,
151,condition1,6.911,,5,LBC,3.421,,,,0.27,How many books did you manage to fit in your locker?,A,Ad,14.204,0.29,,LBC5,3306.148,How many did you fit in your locker books?,50,,
151,condition1,14.976,,5,CSC,2.203,,,,0.97,What musical artists does the woman like listening to - The Beatles and who else?,A,Ao,28.62,0.93,,CSC5,3330.695,Who does the woman listen to the Beatles and?,51,,
151,condition1,3.813,,5,agreement,4.84,,,,0.94,The clown was invited to the party by its host.,B,Bb,16.731,0.59,,agr1,3376.506,The clown were invited to the party by the host.,52,,
151,condition1,56.133,,5,ungram,15.848,,,,0.13,Does the detective believe the claim that poison was involved?,,,20.535,0.01,,ungram4,3401.902,Believe the does killed claim that who detective the poison ?,53,,
151,condition1,5.932,,5,head_dir,3.432,,,,1,The tourist visited her favorite restaurant.,A,Aa,9.812,0.72,,head4,3494.429,The tourist her favorite restaurant visited.,54,,
151,condition1,7.649,,5,NPI,3.789,,,,0.88,The student liked all of the other students in her class.,A,Ad,23.578,0.53,,NPI2,3513.615,The student liked anyone in her class.,55,,
99,condition1,7.075,0.99,practice,practice_good,6.298,,practice_good,,0.99,,,,297.383,,,,18.831,,0,0,
99,condition1,10.861,,practice,,22.15,,practice_mid,practice_mid,0.53,,,,14.886,,0.36,,329.593,,0,0,
99,condition1,67.41,,practice,,10.681,,practice_bad,practice_bad,0.02,,,,17.17,,0,,377.496,,0,0,
99,condition1,81.131,,1,subj_island,103.665,,,,0.01,Which gift was pleasing to the recipient?,B,Bf,17.836,0.01,,subj3,485.625,What did a gift of please the recipient?,1,,
99,condition1,42.041,,1,NPI,3.651,,,,0.92,The teacher wrote everything on the whiteboard.,A,Aa,12.235,0.83,,NPI3,688.263,The teacher wrote anything on the whiteboard.,2,,
99,condition1,17.31,,1,gram,2.75,,,,0.92,The report of the court case mentioned the defendants' name.,,,19.335,0.88,,gram2,746.194,The report on the court case mentioned the defendant's name.,3,,
99,condition1,5.477,,1,LBC,2.848,,,,0.95,How many pills do you take in a day?,A,Aa,8.201,0.22,,LBC2,785.595,How many do you take pills in a day?,4,,
99,condition1,174.558,,1,subcat,3.684,,,,0.84,The committee agreed on the budget for the park.,A,Aa,10.866,0.83,,sub3,802.13,The committee agreed for the budget for the park.,5,,
99,condition1,7.647,,1,binding,2.467,,,,0.87,The duchess heard that the King liked her.,A,Aa,12.284,0.57,,bind2,991.241,The duchess heard that the king liked herself.,6,,
99,condition1,201.146,,1,agreement,3.066,,,,0.97,The performer was chased off the stage.,B,Bf,9.017,0.3,,agr5,1013.643,The performer were chased off stage by the public.,7,,
99,condition1,14.245,,1,CSC,2.367,,,,0.91,"Other than corn, what else did the farmer harvest?",A,Aq,10.921,0.05,,CSC1,1226.876,What did the farmer harvest corn and?,8,,
99,condition1,17.441,,1,adj_island,9.717,,,,0.91,Did the sculptor leave the room because of the assistants insult?,B,Be,60.569,0.13,,adj2,1254.414,What did the sculptor leave the room because the assistant insulted?,9,,
99,condition1,8.745,,1,ungram,16.383,,,,0.07,Does the mechanic believe in biofuel power?,,,15.149,0.01,,ungram1,1342.145,Mechanic the that can power biofuel the does believe what ?,10,,
99,condition1,5.246,,1,head_dir,2,,,,0.86,The kitten drank all of the milk.,A,Aa,7.449,0.12,,head2,1382.426,The kitten all of the milk drank.,11,,
99,condition1,9.232,,2,adj_island,2.734,,,,0.41,Did the chef do the housework because the maid was injured.,C,Cb,13.752,0.09,,adj3,1397.122,What did the chef do housework because the maid injured?,12,,
99,condition1,30.297,,2,agreement,1.283,,,,0.79,The diner devoured the burger quickly.,B,Bd,10.351,0.73,,agr3,1422.843,The burger were devoured quickly by the diner.,13,,
99,condition1,21.362,,2,subj_island,1.416,,,,0.77,What was the subject of the stolen painting?,A,Ak,9.935,0.76,,subj2,1464.778,What did a painting of get stolen?,14,,
99,condition1,119.343,,2,binding,1.618,,,,0.85,The gentlemen accepted that the waitress disliked him.,A,Aa,35.452,0.86,,bind4,1497.495,The gentleman accepted that the waitress disliked himself.,15,,
99,condition1,6.61,,2,NPI,5.933,,,,0.23,The spy saw something yesterday.,B,Ba,10.669,0.33,,NPI1,1653.913,The spy saw anything yesterday.,16,,
99,condition1,9.511,,2,gram,1.851,,,,0.96,The artists listens to music at work each day.,,,9.25,0.97,,gram5,1677.129,The artist listens to music at work every day.,17,,
99,condition1,15.221,,2,CSC,1.616,,,,0.6,Which actor does the critic dislike?,H,Ha,12.533,0.02,,CSC2,1697.747,Who does the critic dislike the actor and?,18,,
99,condition1,39.342,,2,ungram,2.434,,,,0.06,Does the detective believe the claim about the poison?,,,15.183,0.04,,ungram4,1727.122,Believe the does killed claim that who detective the poison ?,19,,
99,condition1,5.745,,2,LBC,1.899,,,,0.87,How many books did you fit in your licker?,A,Aa,17.051,0.39,,LBC5,1784.086,How many did you fit in your locker books?,20,,
99,condition1,36.595,,2,head_dir,1.885,,,,0.85,The citizens voted on the new bill.,A,Aa,10.364,0.24,,head5,1808.786,The citizens the new bill voted on.,21,,
99,condition1,33.744,,2,subcat,1.484,,,,0.87,The bride insisted on this venue for her wedding.,A,Aa,9.917,0.83,,sub4,1857.636,The bride insisted for this venue for her wedding.,22,,
99,condition1,7.811,,3,binding,1.936,,,,0.78,The mailman saw when the actress greeted him.,A,Ah,16.613,0.77,,bind5,1902.787,The mailman saw that the actress greeted himself.,23,,
99,condition1,5.496,,3,head_dir,2.598,,,,0.94,The tourist visited her favorite restaurant.,A,Aa,11.968,0.29,,head4,1929.152,The tourist her favorite restaurant visited.,24,,
99,condition1,63.161,,3,gram,1.584,,,,0.84,"Which actor is hated by the brother, yet liked by the sister?",,,11.816,0.89,,gram3,1949.22,Which actor does the brother like and the sister hate?,25,,
99,condition1,5.745,,3,NPI,2.134,,,,0.54,The detective accused everyone during his investigation.,A,Aa,13.4,0.53,,NPI4,2025.786,The detective accused anyone during his investigation.,26,,
99,condition1,5.477,,3,CSC,1.735,,,,0.79,"Besides the Beatles, who does the women listen to?",A,Ab,10.799,0.27,,CSC5,2047.07,Who does the woman listen to the Beatles and?,27,,
99,condition1,7.344,,3,subj_island,1.568,,,,0.76,Which exhibit angered the citizens?,B,Bg,7.699,0.4,,subj5,2065.087,What did an exhibit of anger the citizens?,28,,
99,condition1,7.544,,3,ungram,2.167,,,,0.02,N/A,,,334.853,0.02,,ungram5,2081.704,Lead pianist to what claim the does believe that can practice ?,29,,
99,condition1,10.913,,3,adj_island,1.417,,,,0.12,Did the fugitive run away because her accomplice recognized her?,B,Ba,18.165,0.09,,adj4,2426.282,What did the fugitive run away because her accomplice recognized?,30,,
99,condition1,4.491,,3,agreement,1.969,,,,0.71,The child was scared by the movie.,B,Bb,5.783,0.68,,agr4,2456.783,The child were scared by the movie.,31,,
99,condition1,22.394,,3,subcat,1.484,,,,0.68,The group decided on a restaurant for dinner.,A,Aa,9.984,0.74,,sub2,2469.031,The group decided for a restaurant for dinner.,32,,
99,condition1,3.095,,3,LBC,1.933,,,,0.16,How many books do you read in a year?,A,Aa,7.982,0.66,,LBC3,2502.898,How many do you read books in a year?,33,,
99,condition1,1436.64,,4,ungram,3.731,,,,0.13,Do officials in the US bribe the activists?,,,11.244,0.82,,ungram2,2515.911,Do activists bribed claim officials the that the who ?,34,,
99,condition1,14.857,,4,subcat,1.649,,,,0.93,The family compromised on where to go for vacation.,A,Aa,15.515,0.85,,sub5,3967.531,The family compromised for where to go for vacation.,35,,
99,condition1,14.444,,4,NPI,1.733,,,,0.89,The patient did nothing on the hospital bed.,D,Da,7.95,0.78,,NPI5,3999.557,The patient did anything on the hospital bed.,36,,
99,condition1,3.727,,4,head_dir,1.315,,,,0.95,The boy plays video games all day.,A,Aa,7.052,0.66,,head3,4023.689,The boy video games plays every day.,37,,
99,condition1,5.461,,4,binding,2.533,,,,0.93,The butler claimed that the widow reprimanded him.,A,Aa,8.651,0.83,,bind3,4035.788,The butler claimed that the widow reprimanded himself.,38,,
99,condition1,5.645,,4,CSC,3.65,,,,0.78,"Besides a map, what did the captain bring?",A,Ab,9.05,0.47,,CSC3,4052.437,What did the captain bring a map and?,39,,
99,condition1,3.845,,4,agreement,2.468,,,,0.91,The student was reprimanded by their parents.,B,Bb,12.25,0.84,,agr2,4070.786,The student were reprimanded by the parents.,40,,
99,condition1,12.777,,4,subj_island,1.35,,,,0.86,Which collection impressed the curators.,B,Bg,9.383,0.88,,subj1,4089.354,What did a collection of impress the curators?,41,,
99,condition1,2.36,,4,LBC,2.318,,,,0.69,How many dogs did they see at the park?,A,Aa,6.468,0.83,,LBC4,4112.87,How many did they see dogs at the park?,42,,
99,condition1,10.276,,4,adj_island,1.802,,,,0.73,How did the waiter set the table for which he received a lot of praise?,O,Oa,48.165,0.27,,adj5,4124.02,What did the waiter set the table because the housewife praised?,43,,
99,condition1,4.529,,4,gram,1.766,,,,0.99,The cashier saw no one at the store.,,,8.699,0.98,,gram4,4184.268,The cashier didn't see anyone at the store.,44,,
99,condition1,17.145,,5,gram,1.467,,,,0.97,The patient knew that he was disliked by the receptionist.,,,13.117,0.99,,gram1,4199.267,The patient knew that the receptionist disliked him.,45,,
99,condition1,5.91,,5,CSC,1.333,,,,0.89,"Other than milk, what did the boy purchase?",A,Aq,9.416,0.33,,CSC4,4231.001,What did the boy purchase milk and?,46,,
99,condition1,8.08,,5,ungram,4.869,,,,0.01,Did the spy believe the special commander?,,,10.766,0.01,,ungram3,4247.663,Special commander does spy the initiated the what believe that ?,47,,
99,condition1,3.711,,5,binding,2.199,,,,0.95,The bride thinks that the groom saw her.,A,Aa,7.084,0.94,,bind1,4271.383,The bride thinks that the groom saw herself.,48,,
