workerid,proliferate.condition,accept_time,acceptability,block_number,condition,confidence_time,first_response_value,itemID,item_type,meaning_confidence,paraphrase,paraphrase_time,rating,response,sentence_id,slide_start,stimulus,trial_sequence_total,wrong_attempts,error
73,condition1,4.839,,3,subcat,1.322,,,,0.92,the group decided on a restaurant for dinner.,6.608,0.45,,sub2,11397.345,The group decided for a restaurant for dinner.,32,,
73,condition1,6.837,,3,gram,2.493,,,,1,the court case report mentioned the defendant's name.,6.037,1,,gram2,11410.119,The report on the court case mentioned the defendant's name.,33,,
73,condition1,5.804,,4,CSC,2.729,,,,0.6,what did the farmer harvest: corn and?,5.822,0.52,,CSC1,11425.493,What did the farmer harvest corn and?,34,,
73,condition1,15.599,,4,ungram,1.875,,,,0.06,what does the lead pianist claim to practice?,6.736,0.09,,ungram5,11439.853,Lead pianist to what claim the does believe that can practice ?,35,,
73,condition1,5.472,,4,agreement,1.36,,,,0.3,the child was scared by the movie.,5.289,0.51,,agr4,11464.069,The child were scared by the movie.,36,,
73,condition1,7.315,,4,subj_island,3.37,,,,0.69,what gift pleased the recipient?,6.272,0.25,,subj3,11476.195,What did a gift of please the recipient?,37,,
73,condition1,4.318,,4,LBC,2.141,,,,0.31,how many books do you read in a year?,10.019,0.25,,LBC3,11493.158,How many do you read books in a year?,38,,
73,condition1,6.702,,4,subcat,3.071,,,,0.8,the policeman relied on his instincts to catch the thief.,11.693,0.53,,sub1,11509.641,The policeman relied for his instincts to catch the thief.,39,,
73,condition1,6.382,,4,binding,1.963,,,,0.63,the gentleman accepted that the waitress disliked him.,8.643,0.54,,bind4,11531.112,The gentleman accepted that the waitress disliked himself.,40,,
73,condition1,5.389,,4,gram,3.757,,,,1,the patient knew the receptionist disliked him.,6.144,1,,gram1,11548.105,The patient knew that the receptionist disliked him.,41,,
73,condition1,6.423,,4,adj_island,2.127,,,,0.62,did the fugitive run away because her accomplice was recognized?,10.504,0.32,,adj4,11563.401,What did the fugitive run away because her accomplice recognized?,42,,
73,condition1,3.349,,4,head_dir,1.472,,,,0.85,the citizens voted on the new bill.,6.016,0.14,,head5,11582.461,The citizens the new bill voted on.,43,,
73,condition1,16.188,,4,NPI,1.894,,,,0.29,the patient did something on the hospital bed.,4.942,0.52,,NPI5,11593.303,The patient did anything on the hospital bed.,44,,
73,condition1,4.106,,5,head_dir,3.379,,,,0.73,the tourist visited her favorite restaurant.,6.381,0.26,,head4,11616.332,The tourist her favorite restaurant visited.,45,,
73,condition1,5.662,,5,gram,2.99,,,,0.73,the cashier didn't see anyone.,4.705,1,,gram4,11630.203,The cashier didn't see anyone at the store.,46,,
73,condition1,4.446,,5,LBC,4.38,,,,0.86,how many cookies did you see in the jar?,7.458,0.29,,LBC1,11643.565,How many did you see cookies in the jar?,47,,
73,condition1,15.569,,5,agreement,1.402,,,,0.21,the diner's burgers were devoured quickly.,13.932,0.21,,agr3,11659.853,The burger were devoured quickly by the diner.,48,,
73,condition1,11.519,,5,ungram,1.375,,,,0.09,do activists bribe officials?,8.023,0.05,,ungram2,11690.762,Do activists bribed claim officials the that the who ?,49,,
73,condition1,3.816,,5,subcat,3.493,,,,0.69,the committee agreed on the budget for the park.,6.997,0.51,,sub3,11711.686,The committee agreed for the budget for the park.,50,,
73,condition1,6.085,,5,NPI,1.901,,,,0.66,the detective accused everyone during his investigation.,8.653,0.5,,NPI4,11725.996,The detective accused anyone during his investigation.,51,,
73,condition1,8.06,,5,binding,3.403,,,,0.7,the actress greeted the mailman.,6.957,0.49,,bind5,11742.639,The mailman saw that the actress greeted himself.,52,,
73,condition1,6.529,,5,adj_island,4.301,,,,0.71,did the sculptor leave the room because the assistant insulted him?,14.523,0.3,,adj2,11761.064,What did the sculptor leave the room because the assistant insulted?,53,,
73,condition1,4.932,,5,subj_island,0.985,,,,0.48,which painting got stolen?,5.75,0.18,,subj2,11786.423,What did a painting of get stolen?,54,,
73,condition1,4.32,,5,CSC,0.992,,,,0.56,did the captain bring a map?,5.416,0.2,,CSC3,11798.096,What did the captain bring a map and?,55,,
124,condition1,43.553,1,practice,practice_good,15.393,,practice_good,,0.78,,39.067,,,,25.832,,0,0,
124,condition1,22.125,,practice,,4.452,,practice_mid,practice_mid,0.57,,44.643,,0.2,,123.85,,0,0,
124,condition1,13.487,,practice,,3.772,,practice_bad,practice_bad,0.12,,45.967,,0,,195.074,,0,0,
124,condition1,19.114,,1,CSC,4.45,,,,0.79,The farmer harvested corn and what else?,16.613,0.22,,CSC1,269.649,What did the farmer harvest corn and?,1,,
124,condition1,10.218,,1,head_dir,3.55,,,,1,The boy plays video games every day.,11.512,0,,head3,309.83,The boy video games plays every day.,2,,
124,condition1,14.277,,1,binding,3.44,,,,0.39,The bride thinks that the groom saw her.,8.731,0.21,,bind1,335.113,The bride thinks that the groom saw herself.,3,,
124,condition1,14.906,,1,agreement,2.158,,,,1,The diner quickly ate the burger.,10.347,0.37,,agr3,361.564,The burger were devoured quickly by the diner.,4,,
124,condition1,9.641,,1,gram,1.703,,,,1,The defendant's name was mentioned in the court case's report.,12.167,1,,gram2,388.978,The report on the court case mentioned the defendant's name.,5,,
124,condition1,18.761,,1,NPI,2.691,,,,0.21,The patient did whatever on their hospital bed.,12.275,0.61,,NPI5,412.492,The patient did anything on the hospital bed.,6,,
124,condition1,15.85,,1,adj_island,1.844,,,,0,What did the waiter set on the table that the housewife praised?,11.69,0,,adj5,446.222,What did the waiter set the table because the housewife praised?,7,,
124,condition1,9.985,,1,LBC,1.765,,,,1,How many pills do you take in a day?,10.24,0.01,,LBC2,475.609,How many do you take pills in a day?,8,,
124,condition1,37.523,,1,ungram,1.69,,,,0,The detective believes the claim that who was killed was with poison.,62.358,0,,ungram4,497.602,Believe the does killed claim that who detective the poison ?,9,,
124,condition1,13.04,,1,subj_island,1.672,,,,0.24,What gift pleased the recipient?,10.187,0.28,,subj3,599.175,What did a gift of please the recipient?,10,,
124,condition1,8.112,,1,subcat,1.372,,,,1,The policeman relied on his instincts to catch the thief.,10.184,0.4,,sub1,624.076,The policeman relied for his instincts to catch the thief.,11,,
124,condition1,7.304,,2,gram,1.534,,,,1,The patient knew that the receptionist did not like him.,14.266,1,,gram1,643.746,The patient knew that the receptionist disliked him.,12,,
124,condition1,7.612,,2,subcat,1.256,,,,1,The committee agreed on the park's budget.,10.867,0.86,,sub3,666.852,The committee agreed for the budget for the park.,13,,
124,condition1,9.492,,2,binding,1.965,,,,0.31,The gentleman accepted that the waitress didn't like him.,16.885,0.33,,bind4,686.589,The gentleman accepted that the waitress disliked himself.,14,,
124,condition1,7.148,,2,subj_island,1.701,,,,0.28,What meal disgusted the diner?,6.615,0.22,,subj4,714.934,What did a meal of disgust the diner?,15,,
124,condition1,6.1,,2,agreement,1.806,,,,0.82,The movie scared the child.,6.54,0.31,,agr4,730.4,The child were scared by the movie.,16,,
124,condition1,10.65,,2,CSC,2.244,,,,0.83,The woman listens to the Beatles and who else?,10.97,0.76,,CSC5,744.849,Who does the woman listen to the Beatles and?,17,,
124,condition1,3.931,,2,LBC,3.664,,,,0.98,How many dogs did they see at the park?,10.539,0,,LBC4,768.716,How many did they see dogs at the park?,18,,
124,condition1,4.701,,2,head_dir,2.173,,,,0.78,The child definitely ate the chocolate cake.,10.485,0,,head1,786.853,The child surely the chocolate cake ate.,19,,
124,condition1,6.292,,2,NPI,1.95,,,,0.31,The teacher wrote everything on the whiteboard.,25.524,0.53,,NPI3,804.215,The teacher wrote anything on the whiteboard.,20,,
124,condition1,9.398,,2,ungram,1.52,,,,0,Did the activists bribe officials?,21.967,0,,ungram2,837.984,Do activists bribed claim officials the that the who ?,21,,
124,condition1,13.528,,2,adj_island,2.763,,,,0,Did the fugitive run away because their partner recognized something?,16.598,0.05,,adj4,870.871,What did the fugitive run away because her accomplice recognized?,22,,
124,condition1,7.65,,3,head_dir,2.16,,,,0.68,The citizens voted on a new bill.,8.675,0.11,,head5,903.763,The citizens the new bill voted on.,23,,
124,condition1,6.47,,3,adj_island,2.074,,,,0.67,What housework did the chef do because the maid got injured?,13.802,0.01,,adj3,922.25,What did the chef do housework because the maid injured?,24,,
124,condition1,3.577,,3,agreement,1.757,,,,1,The parents reprimanded the students.,8.604,1,,agr2,944.599,The student were reprimanded by the parents.,25,,
124,condition1,5.828,,3,gram,2.044,,,,0.9,"The brother likes this actor, but the sister hates them. Who is the actor?",17.111,1,,gram3,958.54,Which actor does the brother like and the sister hate?,26,,
124,condition1,5.99,,3,subcat,1.719,,,,0.76,The family comprised on where they went for vacation.,11.711,0.88,,sub5,983.525,The family compromised for where to go for vacation.,27,,
124,condition1,5.426,,3,binding,1.087,,,,0.49,The duchess heard the king liked her.,8.117,0.29,,bind2,1002.947,The duchess heard that the king liked herself.,28,,
124,condition1,13.576,,3,ungram,1.226,,,,0,What does the special commander believe the spy initiated?,11.549,0,,ungram3,1017.58,Special commander does spy the initiated the what believe that ?,29,,
124,condition1,6.098,,3,NPI,2.344,,,,0,The spy saw things yesterday.,10.438,0.22,,NPI1,1043.933,The spy saw anything yesterday.,30,,
124,condition1,8.652,,3,LBC,2.429,,,,0.79,How many cookies in the jar did you see?,7.872,0.17,,LBC1,1062.816,How many did you see cookies in the jar?,31,,
124,condition1,5.374,,3,CSC,2.282,,,,1,The boy purchased milk and what else?,8.672,0.8,,CSC4,1081.772,What did the boy purchase milk and?,32,,
124,condition1,3.42,,3,subj_island,2.036,,,,0.76,A painting got stolen? What was the painting depicting?,22.39,0.79,,subj2,1098.103,What did a painting of get stolen?,33,,
124,condition1,4.355,,4,agreement,2.205,,,,0.75,The clown was invited to the party by the host.,9.735,0.17,,agr1,1125.952,The clown were invited to the party by the host.,34,,
124,condition1,6.251,,4,ungram,0.98,,,,0,The mechanic believes biofuel can power what?,11.057,0,,ungram1,1142.25,Mechanic the that can power biofuel the does believe what ?,35,,
124,condition1,5.573,,4,binding,1.048,,,,0.8,The mailman saw that the actress greeted him.,10.267,0.16,,bind5,1160.541,The mailman saw that the actress greeted himself.,36,,
124,condition1,4.642,,4,head_dir,1.844,,,,0.76,The kitten drank all of the milk.,7.697,0.07,,head2,1177.432,The kitten all of the milk drank.,37,,
124,condition1,4.596,,4,subj_island,1.204,,,,0.8,An exhibit angered the citizens. What was it about?,11.941,0.83,,subj5,1191.618,What did an exhibit of anger the citizens?,38,,
124,condition1,4.355,,4,NPI,1.301,,,,0.23,The student liked everyone in her class.,11.445,0.47,,NPI2,1209.362,The student liked anyone in her class.,39,,
124,condition1,7.526,,4,gram,2.19,,,,1,The cashier didn't see anyone at the store.,3.888,1,,gram4,1226.466,The cashier didn't see anyone at the store.,40,,
124,condition1,3.915,,4,LBC,4.102,,,,0.79,How many books do you read in a year?,9.088,0,,LBC3,1240.073,How many do you read books in a year?,41,,
124,condition1,9.595,,4,adj_island,1.534,,,,0,The students attended lecture because the professor recommended what?,14.633,0,,adj1,1257.181,What did the student attend lecture because a professor recommended?,42,,
124,condition1,5.881,,4,subcat,0.964,,,,0.71,The group decided on a restaurant for dinner.,11.219,0.38,,sub2,1282.946,The group decided for a restaurant for dinner.,43,,
124,condition1,6.753,,4,CSC,1.11,,,,0.79,The critic dislikes the actor and who else?,8.542,0.65,,CSC2,1301.013,Who does the critic dislike the actor and?,44,,
124,condition1,10.818,,5,binding,1.741,,,,0.28,The butler claimed that the widow reprimanded him.,6.157,0.23,,bind3,1317.42,The butler claimed that the widow reprimanded himself.,45,,
124,condition1,7.673,,5,ungram,1.549,,,,0,The lead pianist claims what about their practice?,11.567,0,,ungram5,1336.139,Lead pianist to what claim the does believe that can practice ?,46,,
124,condition1,10.274,,5,adj_island,1.557,,,,0.02,The sculptor left the room because the assistant insulted what?,11.469,0,,adj2,1356.931,What did the sculptor leave the room because the assistant insulted?,47,,
124,condition1,6.938,,5,LBC,1.104,,,,0.83,How many books did you fit in your locker?,8.192,0,,LBC5,1380.234,How many did you fit in your locker books?,48,,
124,condition1,3.715,,5,agreement,2.36,,,,0.86,The performer was chased off the stage by the public.,10.66,0.37,,agr5,1396.471,The performer were chased off stage by the public.,49,,
124,condition1,8.172,,5,subj_island,1.996,,,,0.88,A collection of what impressed the curators?,14.634,0.72,,subj1,1413.209,What did a collection of impress the curators?,50,,
124,condition1,5.105,,5,NPI,3.746,,,,0.58,The detective accused everyone.,11.157,0.62,,NPI4,1438.014,The detective accused anyone during his investigation.,51,,
124,condition1,5.145,,5,gram,1.674,,,,1,The artist listens to music at work every day.,2.352,1,,gram5,1458.025,The artist listens to music at work every day.,52,,
124,condition1,4.917,,5,CSC,1.812,,,,0.73,The captain brought a map and what else?,7.608,0.77,,CSC3,1467.199,What did the captain bring a map and?,53,,
124,condition1,4.301,,5,head_dir,2.508,,,,0.82,The tourist visited her favorite restaurant.,10.055,0.3,,head4,1481.539,The tourist her favorite restaurant visited.,54,,
124,condition1,10.678,,5,subcat,1.62,,,,0.79,The bride insisted on this venue for her wedding.,8.26,0.59,,sub4,1498.405,The bride insisted for this venue for her wedding.,55,,
79,condition1,22.143,1,practice,practice_good,9.498,,practice_good,,1,,37.114,,,,211.788,,0,0,
79,condition1,45.276,,practice,,2.506,,practice_mid,practice_mid,1,,19.319,,0.48,,280.549,,0,0,
79,condition1,18.769,,practice,,5.828,,practice_bad,practice_bad,0.12,,27.134,,0,,347.658,,0,0,
79,condition1,14.636,,1,subj_island,186.318,,,,0.8,What angered the citizens?,9.716,0.09,,subj5,406.935,What did an exhibit of anger the citizens?,1,,
79,condition1,9.459,,1,head_dir,7.772,,,,0.86,the new bill the citizens voted on,8.561,0.01,,head5,617.615,The citizens the new bill voted on.,2,,
79,condition1,12.68,,1,subcat,5.442,,,,0.99,the policeman relied on his instincts to find the killer,12.752,0.49,,sub1,643.414,The policeman relied for his instincts to catch the thief.,3,,
79,condition1,7.938,,1,NPI,6.048,,,,0.69,the teacher wrote something on the white board,13.083,0.87,,NPI3,674.295,The teacher wrote anything on the whiteboard.,4,,
79,condition1,12.89,,1,adj_island,2.185,,,,0,not sure,5.275,0.07,,adj5,701.372,What did the waiter set the table because the housewife praised?,5,,
79,condition1,8.385,,1,ungram,85.581,,,,0,not sure,5.467,0.08,,ungram3,721.727,Special commander does spy the initiated the what believe that ?,6,,
79,condition1,8.021,,1,gram,3.129,,,,0.99,which actor does the brother like and the sister doesnt,13.716,0.99,,gram3,821.163,Which actor does the brother like and the sister hate?,7,,
79,condition1,13.154,,1,CSC,3.712,,,,0.28,what actor does the critic dislike,9.72,0.53,,CSC2,846.035,Who does the critic dislike the actor and?,8,,
79,condition1,7.632,,1,binding,2.002,,,,0.71,the gentleman accepted the waiter did not like him,16.129,0.62,,bind4,872.627,The gentleman accepted that the waitress disliked himself.,9,,
79,condition1,5.297,,1,LBC,6.411,,,,0.73,how many books do you read in a year?,10.251,0.37,,LBC3,898.395,How many do you read books in a year?,10,,
79,condition1,8.986,,1,agreement,3.887,,,,0.95,the public chased the performers off the stage,14.306,0.66,,agr5,920.36,The performer were chased off stage by the public.,11,,
79,condition1,10.04,,2,CSC,48.16,,,,0.69,who does the woman listen to other than the beatles,16.471,0.59,,CSC5,947.545,Who does the woman listen to the Beatles and?,12,,
